Actual CPI,Forecast CPI
94.1,80.51945090253301
94.1,80.51948833093857
94.9,80.51953157413567
94.6,80.51973850234884
95.1,80.51996097454236
95.1,80.52001509942836
95.7,80.5200441760777
97.2,80.5202317575915
98.0,80.52046173991275
97.6,80.5205962804492
98.2,80.52070241379451
98.5,80.52084799385776
98.9,80.5209860913942
98.6,80.52111305672622
98.6,80.52127865163119
99.8,80.52144049356593
99.8,80.52153982132933
100.0,80.5216318965139
100.0,80.52177838745759
100.0,80.521932420609
99.1,80.52203463998248
99.5,80.52211870029424
99.7,80.52222600285259
99.6,80.52233708947074
99.3,80.52243520344987
100.0,80.52253177332786
100.8,80.52262196094773
100.9,80.52269315618953
102.7,80.52276276726491
102.6,80.5228493775794
51.6,80.52293250426114
52.1,80.52299168891726
52.0,80.52304327810883
52.2,80.52310547977103
52.9,80.52316850109666
51.8,80.52322090151421
52.3,80.52326804060861
53.1,80.52331359202756
53.9,80.52335431369417
54.2,80.52339370923039
55.9,80.52343606105842
56.4,80.52347454517495
56.8,80.5235031811653
57.3,80.52352938936684
56.9,80.52356021526101
57.3,80.52359054042344
57.7,80.52361467218925
57.7,80.5236354476515
57.8,80.52365627164097
58.2,80.52367611378556
58.6,80.52369456063154
58.8,80.52371255077297
60.9,80.52372847363853
62.7,80.5237411041003
63.0,80.52375318472173
63.7,80.52376676556962
63.8,80.52377943054984
63.9,80.52378902277349
64.9,80.5237972291083
64.2,80.5238059237553
64.1,80.52381443269157
64.3,80.52382191557987
64.7,80.52382864001146
64.8,80.52383457115644
66.3,80.52383955554413
67.3,80.52384439749235
68.1,80.52384957148851
68.3,80.5238541311924
68.2,80.52385742990542
68.5,80.52386032129483
69.5,80.52386357123046
70.1,80.52386672652258
69.8,80.52386924882018
70.2,80.5238713339769
69.8,80.52387323311748
70.1,80.52387494738139
70.9,80.5238765982401
71.1,80.52387824070453
71.5,80.52387957890389
72.2,80.52388048351217
73.0,80.52388131875418
72.0,80.52388233165907
72.8,80.52388326755938
73.8,80.52388389360695
76.1,80.52388435363514
76.6,80.52388482567179
76.6,80.52388528668195
76.0,80.52388569448026
76.8,80.52388604559509
77.8,80.52388628592297
78.0,80.52388641363433
78.6,80.52388655513107
77.8,80.52388676508018
78.8,80.52388692498663
78.9,80.5238869569039
78.6,80.52388694815173
79.3,80.52388698267744
78.0,80.52388702864971
77.6,80.52388703814844
78.5,80.52388701425836
80.1,80.52388696634966
80.5,80.52388690482063
84.6,80.52388685987827
85.8,80.52388683461402
85.7,80.52388678490483
86.1,80.52388669387533
86.7,80.52388660417807
86.4,80.52388654511762
87.1,80.5238864920295
86.7,80.52388641904132
87.0,80.52388633449542
86.8,80.52388625346221
88.1,80.52388617929208
